member_id,age,self_identified_gender,join_date,membership_tenure_days,risk_level,churn,churn_label,engagement_score,engagement_level
MB01820,22,Prefer not to say,2024-11-15,250,Active,0,Retained,34.333333333333336,Low Engagement
MB01821,20,Prefer not to say,2025-02-13,160,Active,0,Retained,42.083333333333336,Medium Engagement
MB01822,21,Male,2023-09-07,685,Medium Risk,1,Churn,42.50000000000001,Medium Engagement
MB01823,19,Female,2023-03-21,855,High Risk,1,Churn,47.41666666666667,Medium Engagement
MB01824,24,Non-binary,2023-08-07,716,Medium Risk,1,Churn,55.333333333333336,Medium Engagement
MB01825,24,Other (self-described),2023-12-06,595,Medium Risk,1,Churn,58.833333333333336,Medium Engagement
MB01826,34,Male,2025-05-09,75,Active,0,Retained,46.333333333333336,Medium Engagement
MB01827,15,Male,2022-08-26,1062,High Risk,1,Churn,55.41666666666667,Medium Engagement
MB01828,40,Female,2023-02-23,881,High Risk,1,Churn,53.0,Medium Engagement
MB01829,40,Male,2024-08-15,342,Low Risk,0,Retained,68.16666666666667,High Engagement
MB01830,15,Prefer not to say,2022-08-14,1074,High Risk,1,Churn,44.5,Medium Engagement
MB01831,49,Female,2023-09-20,672,Medium Risk,1,Churn,49.83333333333333,Medium Engagement
MB01832,38,Female,2023-10-11,651,Medium Risk,1,Churn,74.16666666666667,High Engagement
MB01833,40,Non-binary,2023-04-18,827,Medium Risk,1,Churn,56.750000000000014,Medium Engagement
MB01834,37,Male,2023-02-09,895,High Risk,1,Churn,32.166666666666664,Low Engagement
MB01835,23,Non-binary,2023-07-24,730,Medium Risk,1,Churn,86.33333333333334,High Engagement
MB01836,35,Male,2025-02-06,167,Active,0,Retained,13.833333333333334,Low Engagement
MB01837,27,Non-binary,2024-06-27,391,Low Risk,0,Retained,64.16666666666666,High Engagement
MB01838,29,Non-binary,2022-10-08,1019,High Risk,1,Churn,48.50000000000001,Medium Engagement
MB01839,21,Male,2024-10-26,270,Active,0,Retained,70.33333333333334,High Engagement
MB01840,16,Female,2024-05-22,427,Low Risk,0,Retained,41.666666666666664,Medium Engagement
MB01841,31,Prefer not to say,2024-03-19,491,Low Risk,0,Retained,45.25,Medium Engagement
MB01842,49,Male,2024-03-12,498,Low Risk,0,Retained,33.833333333333336,Low Engagement
MB01843,47,Other (self-described),2023-09-09,683,Medium Risk,1,Churn,35.5,Medium Engagement
MB01844,32,Male,2022-09-22,1035,High Risk,1,Churn,59.166666666666664,Medium Engagement
MB01845,29,Prefer not to say,2024-10-09,287,Low Risk,0,Retained,65.25000000000001,High Engagement
MB01846,40,Male,2025-02-13,160,Active,0,Retained,61.00000000000001,High Engagement
MB01847,19,Male,2024-11-24,241,Active,0,Retained,57.25,Medium Engagement
MB01848,45,Female,2022-11-21,975,High Risk,1,Churn,71.66666666666667,High Engagement
MB01849,17,Female,2023-08-05,718,Medium Risk,1,Churn,40.333333333333336,Medium Engagement
MB01850,30,Non-binary,2024-08-22,335,Low Risk,0,Retained,28.333333333333332,Low Engagement
MB01851,43,Female,2023-02-05,899,High Risk,1,Churn,52.166666666666664,Medium Engagement
MB01852,14,Male,2022-12-18,948,High Risk,1,Churn,57.00000000000001,Medium Engagement
MB01853,29,Non-binary,2023-01-03,932,High Risk,1,Churn,44.83333333333333,Medium Engagement
MB01854,48,Female,2022-10-18,1009,High Risk,1,Churn,34.583333333333336,Low Engagement
MB01855,44,Male,2024-09-27,299,Low Risk,0,Retained,55.666666666666664,Medium Engagement
MB01856,36,Male,2023-04-10,835,High Risk,1,Churn,42.333333333333336,Medium Engagement
MB01857,26,Male,2024-02-18,521,Low Risk,0,Retained,28.083333333333332,Low Engagement
MB01858,34,Female,2023-01-08,927,High Risk,1,Churn,47.41666666666667,Medium Engagement
MB01859,48,Male,2023-05-09,806,Medium Risk,1,Churn,64.16666666666667,High Engagement
MB01860,30,Male,2023-03-19,857,High Risk,1,Churn,39.166666666666664,Medium Engagement
MB01861,16,Non-binary,2023-07-25,729,Medium Risk,1,Churn,66.83333333333334,High Engagement
MB01862,35,Female,2024-12-16,219,Active,0,Retained,36.0,Medium Engagement
MB01863,18,Female,2023-11-20,611,Medium Risk,1,Churn,61.33333333333334,High Engagement
MB01864,34,Female,2022-08-09,1079,High Risk,1,Churn,54.0,Medium Engagement
MB01865,19,Female,2022-09-28,1029,High Risk,1,Churn,42.25,Medium Engagement
MB01866,29,Non-binary,2025-05-08,76,Active,0,Retained,44.83333333333333,Medium Engagement
MB01867,48,Male,2024-12-29,206,Active,0,Retained,47.583333333333336,Medium Engagement
MB01868,20,Male,2025-02-02,171,Active,0,Retained,20.083333333333332,Low Engagement
MB01869,32,Male,2023-05-11,804,Medium Risk,1,Churn,50.5,Medium Engagement
MB01870,44,Female,2023-02-03,901,High Risk,1,Churn,47.0,Medium Engagement
MB01871,20,Male,2024-11-07,258,Active,0,Retained,54.41666666666667,Medium Engagement
MB01872,32,Female,2024-01-01,569,Medium Risk,1,Churn,83.0,High Engagement
MB01873,23,Male,2023-01-09,926,High Risk,1,Churn,65.66666666666667,High Engagement
MB01874,16,Female,2023-05-04,811,Medium Risk,1,Churn,45.83333333333333,Medium Engagement
MB01875,15,Prefer not to say,2023-11-23,608,Medium Risk,1,Churn,59.833333333333336,Medium Engagement
MB01876,30,Other (self-described),2023-10-03,659,Medium Risk,1,Churn,38.00000000000001,Medium Engagement
MB01877,43,Female,2023-12-29,572,Medium Risk,1,Churn,82.91666666666667,High Engagement
MB01878,34,Male,2024-08-10,347,Low Risk,0,Retained,16.5,Low Engagement
MB01879,39,Male,2023-10-30,632,Medium Risk,1,Churn,91.33333333333333,High Engagement
MB01880,47,Female,2023-06-20,764,Medium Risk,1,Churn,36.41666666666667,Medium Engagement
MB01881,45,Male,2022-12-05,961,High Risk,1,Churn,60.416666666666664,High Engagement
MB01882,14,Female,2023-08-15,708,Medium Risk,1,Churn,44.16666666666667,Medium Engagement
MB01883,22,Female,2023-04-04,841,High Risk,1,Churn,67.66666666666667,High Engagement
MB01884,49,Male,2025-01-03,201,Active,0,Retained,22.499999999999996,Low Engagement
MB01885,32,Male,2024-02-17,522,Low Risk,0,Retained,50.5,Medium Engagement
MB01886,47,Other (self-described),2025-06-13,40,Active,0,Retained,46.08333333333333,Medium Engagement
MB01887,17,Male,2024-10-03,293,Low Risk,0,Retained,45.5,Medium Engagement
MB01888,29,Male,2023-05-11,804,Medium Risk,1,Churn,30.75,Low Engagement
MB01889,35,Female,2022-08-01,1087,High Risk,1,Churn,75.00000000000001,High Engagement
MB01890,43,Male,2025-03-09,136,Active,0,Retained,69.25,High Engagement
MB01891,43,Female,2024-04-21,458,Low Risk,0,Retained,66.66666666666666,High Engagement
MB01892,25,Non-binary,2023-02-21,883,High Risk,1,Churn,35.25,Medium Engagement
MB01893,33,Male,2024-11-17,248,Active,0,Retained,60.00000000000001,High Engagement
MB01894,39,Prefer not to say,2023-11-09,622,Medium Risk,1,Churn,57.58333333333334,Medium Engagement
MB01895,14,Male,2023-05-04,811,Medium Risk,1,Churn,26.833333333333332,Low Engagement
MB01896,13,Female,2023-09-05,687,Medium Risk,1,Churn,16.75,Low Engagement
MB01897,40,Non-binary,2024-12-04,231,Active,0,Retained,56.750000000000014,Medium Engagement
MB01898,29,Male,2024-06-09,409,Low Risk,0,Retained,68.33333333333333,High Engagement
MB01899,25,Female,2023-03-11,865,High Risk,1,Churn,31.83333333333333,Low Engagement
MB01900,49,Male,2023-11-10,621,Medium Risk,1,Churn,56.50000000000001,Medium Engagement
MB01901,45,Prefer not to say,2025-06-17,36,Active,0,Retained,47.166666666666664,Medium Engagement
MB01902,13,Male,2023-04-04,841,High Risk,1,Churn,34.416666666666664,Low Engagement
MB01903,15,Male,2025-05-16,68,Active,0,Retained,35.25,Medium Engagement
MB01904,40,Non-binary,2023-04-20,825,Medium Risk,1,Churn,49.41666666666667,Medium Engagement
MB01905,43,Male,2024-11-19,246,Active,0,Retained,80.0,High Engagement
MB01906,33,Male,2022-09-06,1051,High Risk,1,Churn,42.75000000000001,Medium Engagement
MB01907,22,Prefer not to say,2024-05-27,422,Low Risk,0,Retained,34.333333333333336,Low Engagement
MB01908,34,Female,2024-07-09,379,Low Risk,0,Retained,41.333333333333336,Medium Engagement
MB01909,23,Female,2025-01-15,189,Active,0,Retained,38.91666666666666,Medium Engagement
MB01910,19,Other (self-described),2024-08-01,356,Low Risk,0,Retained,32.5,Low Engagement
MB01911,27,Male,2022-12-02,964,High Risk,1,Churn,46.08333333333333,Medium Engagement
MB01912,37,Male,2022-07-27,1092,High Risk,1,Churn,59.333333333333336,Medium Engagement
MB01913,25,Female,2024-05-26,423,Low Risk,0,Retained,40.583333333333336,Medium Engagement
MB01914,49,Female,2024-03-02,508,Low Risk,0,Retained,49.166666666666664,Medium Engagement
MB01915,37,Female,2023-05-15,800,Medium Risk,1,Churn,36.25,Medium Engagement
MB01916,20,Prefer not to say,2022-11-22,974,High Risk,1,Churn,32.75,Low Engagement
MB01917,32,Male,2023-09-30,662,Medium Risk,1,Churn,59.166666666666664,Medium Engagement
MB01918,26,Non-binary,2024-05-02,447,Low Risk,0,Retained,51.16666666666667,Medium Engagement
MB01919,37,Male,2024-04-09,470,Low Risk,0,Retained,32.166666666666664,Low Engagement
MB01920,16,Male,2025-06-19,34,Active,0,Retained,40.0,Medium Engagement
MB01921,15,Female,2023-09-02,690,Medium Risk,1,Churn,36.583333333333336,Medium Engagement
MB01922,12,Female,2024-06-09,409,Low Risk,0,Retained,48.083333333333336,Medium Engagement
MB01923,21,Prefer not to say,2023-02-28,876,High Risk,1,Churn,63.083333333333336,High Engagement
MB01924,27,Non-binary,2025-03-15,130,Active,0,Retained,57.00000000000001,Medium Engagement
MB01925,17,Female,2023-10-05,657,Medium Risk,1,Churn,55.333333333333336,Medium Engagement
MB01926,20,Male,2024-01-27,543,Low Risk,0,Retained,47.333333333333336,Medium Engagement
MB01927,31,Male,2023-08-08,715,Medium Risk,1,Churn,48.25000000000001,Medium Engagement
MB01928,15,Male,2025-04-14,100,Active,0,Retained,30.000000000000004,Low Engagement
MB01929,26,Female,2023-10-14,648,Medium Risk,1,Churn,43.41666666666667,Medium Engagement
MB01930,47,Male,2023-11-03,628,Medium Risk,1,Churn,33.33333333333333,Low Engagement
MB01931,37,Non-binary,2023-11-03,628,Medium Risk,1,Churn,56.50000000000001,Medium Engagement
MB01932,12,Female,2023-09-19,673,Medium Risk,1,Churn,48.083333333333336,Medium Engagement
MB01933,27,Non-binary,2023-07-03,751,Medium Risk,1,Churn,57.00000000000001,Medium Engagement
MB01934,25,Male,2023-02-16,888,High Risk,1,Churn,9.166666666666668,Low Engagement
MB01935,19,Female,2024-09-08,318,Low Risk,0,Retained,41.0,Medium Engagement
MB01936,36,Female,2023-01-26,909,High Risk,1,Churn,35.916666666666664,Medium Engagement
MB01937,18,Female,2024-01-09,561,Low Risk,0,Retained,40.66666666666667,Medium Engagement
MB01938,23,Male,2025-04-01,113,Active,0,Retained,57.333333333333336,Medium Engagement
MB01939,49,Male,2025-04-21,93,Active,0,Retained,60.83333333333334,High Engagement
MB01940,34,Male,2024-07-02,386,Low Risk,0,Retained,21.750000000000004,Low Engagement
MB01941,21,Male,2023-03-10,866,High Risk,1,Churn,42.50000000000001,Medium Engagement
MB01942,47,Prefer not to say,2023-05-31,784,Medium Risk,1,Churn,22.333333333333332,Low Engagement
MB01943,47,Male,2023-03-06,870,High Risk,1,Churn,49.25000000000001,Medium Engagement
MB01944,36,Female,2023-12-20,581,Medium Risk,1,Churn,54.66666666666667,Medium Engagement
MB01945,35,Female,2024-03-11,499,Low Risk,0,Retained,41.41666666666667,Medium Engagement
MB01946,27,Male,2025-01-16,188,Active,0,Retained,52.75000000000001,Medium Engagement
MB01947,44,Female,2024-07-08,380,Low Risk,0,Retained,94.16666666666667,High Engagement
MB01948,41,Male,2024-03-17,493,Low Risk,0,Retained,28.833333333333332,Low Engagement
MB01949,19,Non-binary,2025-03-20,125,Active,0,Retained,54.833333333333336,Medium Engagement
MB01950,16,Female,2024-10-31,265,Active,0,Retained,66.58333333333334,High Engagement
MB01951,36,Female,2023-09-24,668,Medium Risk,1,Churn,56.16666666666668,Medium Engagement
MB01952,12,Non-binary,2023-05-01,814,Medium Risk,1,Churn,64.16666666666667,High Engagement
MB01953,38,Male,2022-07-25,1094,High Risk,1,Churn,35.16666666666667,Medium Engagement
MB01954,20,Female,2022-10-03,1024,High Risk,1,Churn,19.166666666666664,Low Engagement
MB01955,14,Male,2023-08-08,715,Medium Risk,1,Churn,51.66666666666666,Medium Engagement
MB01956,31,Female,2024-03-31,479,Low Risk,0,Retained,47.0,Medium Engagement
MB01957,29,Male,2023-08-15,708,Medium Risk,1,Churn,43.83333333333333,Medium Engagement
MB01958,13,Male,2023-03-09,867,High Risk,1,Churn,43.5,Medium Engagement
MB01959,26,Other (self-described),2025-02-16,157,Active,0,Retained,62.5,High Engagement
MB01960,26,Female,2024-04-12,467,Low Risk,0,Retained,19.333333333333332,Low Engagement
MB01961,18,Non-binary,2023-01-10,925,High Risk,1,Churn,56.25,Medium Engagement
MB01962,39,Male,2024-05-10,439,Low Risk,0,Retained,69.08333333333334,High Engagement
MB01963,49,Male,2023-10-22,640,Medium Risk,1,Churn,22.833333333333332,Low Engagement
MB01964,25,Male,2023-10-06,656,Medium Risk,1,Churn,27.500000000000004,Low Engagement
MB01965,29,Non-binary,2024-12-08,227,Active,0,Retained,34.25,Low Engagement
MB01966,28,Non-binary,2024-06-02,416,Low Risk,0,Retained,39.916666666666664,Medium Engagement
MB01967,29,Non-binary,2024-07-01,387,Low Risk,0,Retained,48.50000000000001,Medium Engagement
MB01968,23,Non-binary,2025-05-26,58,Active,0,Retained,51.083333333333336,Medium Engagement
MB01969,42,Female,2025-05-28,56,Active,0,Retained,53.333333333333336,Medium Engagement
MB01970,14,Female,2023-01-19,916,High Risk,1,Churn,44.16666666666667,Medium Engagement
MB01971,20,Female,2024-09-05,321,Low Risk,0,Retained,52.5,Medium Engagement
MB01972,47,Male,2023-12-19,582,Medium Risk,1,Churn,3.333333333333334,Low Engagement
MB01973,42,Female,2024-08-08,349,Low Risk,0,Retained,86.5,High Engagement
MB01974,33,Male,2022-09-25,1032,High Risk,1,Churn,42.75000000000001,Medium Engagement
MB01975,48,Other (self-described),2024-09-19,307,Low Risk,0,Retained,78.58333333333334,High Engagement
MB01976,47,Female,2024-03-22,488,Low Risk,0,Retained,34.25,Low Engagement
MB01977,40,Male,2022-12-06,960,High Risk,1,Churn,68.16666666666667,High Engagement
MB01978,29,Male,2023-01-08,927,High Risk,1,Churn,43.83333333333333,Medium Engagement
MB01979,28,Female,2024-12-06,229,Active,0,Retained,60.00000000000001,High Engagement
MB01980,18,Male,2023-02-19,885,High Risk,1,Churn,47.0,Medium Engagement
MB01981,16,Non-binary,2024-02-21,518,Low Risk,0,Retained,62.0,High Engagement
MB01982,12,Male,2024-01-25,545,Low Risk,0,Retained,95.5,High Engagement
MB01983,42,Male,2025-01-31,173,Active,0,Retained,37.5,Medium Engagement
MB01984,32,Male,2025-03-29,116,Active,0,Retained,59.166666666666664,Medium Engagement
MB01985,47,Male,2023-05-09,806,Medium Risk,1,Churn,45.416666666666664,Medium Engagement
MB01986,36,Female,2024-01-11,559,Low Risk,0,Retained,58.08333333333334,Medium Engagement
MB01987,43,Female,2024-03-14,496,Low Risk,0,Retained,33.75,Low Engagement
MB01988,36,Female,2023-05-08,807,Medium Risk,1,Churn,53.91666666666667,Medium Engagement
MB01989,42,Female,2023-03-30,846,High Risk,1,Churn,56.333333333333336,Medium Engagement
MB01990,13,Male,2025-01-04,200,Active,0,Retained,57.91666666666666,Medium Engagement
MB01991,16,Female,2023-09-12,680,Medium Risk,1,Churn,41.666666666666664,Medium Engagement
MB01992,19,Prefer not to say,2025-01-29,175,Active,0,Retained,59.833333333333336,Medium Engagement
MB01993,19,Female,2023-04-14,831,High Risk,1,Churn,40.416666666666664,Medium Engagement
MB01994,12,Prefer not to say,2023-07-24,730,Medium Risk,1,Churn,36.25000000000001,Medium Engagement
MB01995,16,Female,2022-09-08,1049,High Risk,1,Churn,22.749999999999996,Low Engagement
MB01996,24,Male,2025-04-10,104,Active,0,Retained,49.75000000000001,Medium Engagement
MB01997,20,Male,2025-04-23,91,Active,0,Retained,70.5,High Engagement
MB01998,19,Male,2024-08-26,331,Low Risk,0,Retained,48.583333333333336,Medium Engagement
